speakerid,sex,area_code,area_str,lng,lat,word,ms_time,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12
00673,0,2,Mid-Atlantic,-75.85471,37.981944,call,1490,17.4049594468,-0.0481782266137,-1.73770450916,-16.7089656418,-26.1276524517,-15.0775371872,-3.93255261196,-5.78144296442,2.26721604312,0.441508428779,-2.41299472017,-0.350960691705,-6.8891137303
00673,0,2,Mid-Atlantic,-75.85471,37.981944,call,1500,17.0701875718,7.15196544725,-1.84271024406,-17.6857728847,-29.1779788993,-17.1845725699,6.28458527061,-2.01571813599,-0.999312165318,5.61392283515,-0.636487962904,-4.10130998297,1.16701837033
00673,0,2,Mid-Atlantic,-75.85471,37.981944,call,1510,16.9007832408,8.32690130472,-0.956901403741,-17.7853812782,-28.8254606105,-19.4143330869,4.16241043657,3.22669410248,4.30746377203,4.65089385266,-0.814567478358,-2.34955091522,-1.5861003461
00673,0,2,Mid-Atlantic,-75.85471,37.981944,call,1520,17.057880012,20.6226465719,-9.66225645682,-10.4630677844,-38.9210724667,-20.7655003868,1.27392360724,-4.69384005646,2.07479597723,-1.59158591122,3.23066341535,-4.1149027432,-1.44517029502
00673,0,2,Mid-Atlantic,-75.85471,37.981944,call,1530,16.7186826033,9.90695129236,6.33717732531,-11.009284009,-32.3450165416,-22.0668113326,-2.04943380403,-2.78202106875,10.6530444455,6.7500255684,-1.48848177961,-0.133386403142,-2.92288077212
00673,0,2,Mid-Atlantic,-75.85471,37.981944,call,1540,16.968751887,2.38343579043,0.361395791469,-18.7817126275,-28.8154310534,-21.4040641721,-7.94471216917,-3.20281580662,1.1983397603,0.197686604532,-3.27249442534,-9.449011947,-9.39973219826
00673,0,2,Mid-Atlantic,-75.85471,37.981944,call,1550,16.1277748076,13.9800768574,6.97552227726,-12.0637856564,-36.5356851351,-22.8227711754,5.65798039599,0.786940507188,8.40619743381,0.675575294429,-4.2730055503,-2.36861356095,-0.319505655432
00673,0,2,Mid-Atlantic,-75.85471,37.981944,call,1560,16.0673829495,7.63315013647,4.79220252705,-17.68106239,-31.7177689899,-20.4774498135,-4.93065879081,-6.92981566398,-4.32051878177,-4.16075936016,-10.6098171913,-7.31239107833,-1.75473461012
00673,0,2,Mid-Atlantic,-75.85471,37.981944,call,1570,15.3710603457,16.5939718693,0.208718108006,-14.5241030193,-32.0692238298,-21.2429694337,-4.19881204245,-4.99598184726,-11.1040996673,-5.47042922273,-3.05226097947,-9.51361218186,1.71819538657
00673,0,2,Mid-Atlantic,-75.85471,37.981944,call,1580,14.4442497865,15.6356701683,7.73813968045,-7.41328995691,-31.1067948763,-17.6471801216,-4.05473016443,-2.04754598446,0.107931180631,-10.1285796637,-6.73061469555,-6.87789783738,-7.35499599229
00673,0,2,Mid-Atlantic,-75.85471,37.981944,call,1590,14.313974817,10.5698449741,10.6731143809,-8.70236409384,-18.3235781492,-15.7065537313,-6.74848391165,-2.79930811118,-5.07435164951,-4.59033468211,-7.63014962452,-9.47193202464,-2.93936048926
00673,0,2,Mid-Atlantic,-75.85471,37.981944,call,1600,14.5590999025,-3.2349584151,0.922369438351,-7.78731422378,-8.99953003655,-8.02210837266,-5.50819860672,-10.0079937382,-7.00214785566,-6.564519285,-2.20565163237,2.51541873769,3.19591497686
00673,0,2,Mid-Atlantic,-75.85471,37.981944,call,1610,13.6830411601,4.0829916108,9.53050750542,-3.61486617172,-9.81251655393,-11.0774516982,-7.02881300753,-6.63894639845,-5.73330431589,-8.1623484945,-9.73480810091,-7.25347171308,1.79018450926
00673,0,2,Mid-Atlantic,-75.85471,37.981944,stella,1620,13.6934770926,-2.69400690312,4.91777733899,-2.07535718945,-4.67239919537,-5.64195107562,-3.86834043616,-3.28784438063,-3.74975878931,-11.0911311508,-9.86752948554,-8.67271809646,-11.1302778756
00673,0,2,Mid-Atlantic,-75.85471,37.981944,stella,1630,13.7635844199,-14.7592015125,3.45388941785,1.26532921132,-12.766038849,24.3102984623,-1.56815525654,-5.81226396559,11.8613611916,-8.63318300153,1.90474471518,-3.85024201215,-6.29288564122
00673,0,2,Mid-Atlantic,-75.85471,37.981944,stella,1640,15.2231220098,-31.0858604967,-5.64524765068,-9.81602353006,-15.4805081671,11.955208731,-8.32144770686,-11.6482094805,18.1586852854,6.86341193619,23.4613086975,19.3844509527,-14.3083083097
00673,0,2,Mid-Atlantic,-75.85471,37.981944,stella,1650,15.785133204,-29.953739355,-7.52358955909,-10.8904113533,-12.7038791412,21.2113693643,-3.01872732182,-8.13342032065,5.46873839326,-8.97320777288,-3.05094018065,8.13121822028,-25.9772300473
00673,0,2,Mid-Atlantic,-75.85471,37.981944,stella,1660,15.8556764862,-33.3544102381,-3.48768722588,-6.97006265974,-12.6294932381,16.9391122492,2.07379616377,-11.7917721789,19.2686781753,16.9146879863,10.2906334319,-8.58107268021,-27.1709443134
00673,0,2,Mid-Atlantic,-75.85471,37.981944,stella,1670,16.548873937,-30.4110700497,4.67106973099,-3.32446368579,-7.69757024075,23.2588904457,7.19251517384,-5.84486583915,6.55715190427,-13.3049232366,13.5771653306,5.15213147664,-13.2302229242
00673,0,2,Mid-Atlantic,-75.85471,37.981944,stella,1680,16.7881087013,-30.2592528596,4.47325340706,8.69992567468,-5.68473491382,20.1481505534,-6.61152654799,-9.47297677295,10.3796990923,-17.067898642,14.3771863737,10.3297430746,0.75540172142
00673,0,2,Mid-Atlantic,-75.85471,37.981944,stella,1690,17.1826319302,-33.3249192682,12.6162765605,2.79816038879,-16.7191511059,19.1385138263,-2.27435029327,0.87613188653,23.5212866554,-7.80987752153,11.2486287672,2.95397569479,-0.825670592046
00673,0,2,Mid-Atlantic,-75.85471,37.981944,stella,1700,17.4047251083,-32.4118130821,8.50956339927,0.836102438101,-15.6259050281,20.4665830769,-8.11884831686,-10.744613368,18.9191728309,-6.39853976439,21.1422224272,-7.31688169384,-9.84592933895
00673,0,2,Mid-Atlantic,-75.85471,37.981944,stella,1710,17.5276734646,-36.6943415032,11.535945021,1.47776620255,-14.2316732093,25.4684619093,-7.65275477466,-10.3735011262,13.2931872662,-3.39655732682,12.2485866286,1.07046426354,-8.21103511919
00673,0,2,Mid-Atlantic,-75.85471,37.981944,stella,1720,17.46315912,-36.1602925848,14.7220115396,5.77302391065,-14.2784055329,19.3985770759,-0.749072602695,2.18828255668,17.0769954891,-9.30357735868,17.4353971258,-1.76071818638,-4.1740272729
00673,0,2,Mid-Atlantic,-75.85471,37.981944,stella,1730,16.9290815435,-31.7188164517,18.5163131402,1.30971434138,-9.5656745557,23.044525081,-3.29347857027,-5.45155827948,11.8103824797,-9.27518501163,10.2945918509,13.6919121132,-1.44485847319
00673,0,2,Mid-Atlantic,-75.85471,37.981944,stella,1740,17.0499575594,-31.224207185,16.6482963198,0.182291108436,-8.46455024691,26.9643628774,-3.20064567928,-6.51725297658,14.8706123793,-5.00023879791,12.9994258763,-5.88474899259,-0.83370471911
00673,0,2,Mid-Atlantic,-75.85471,37.981944,stella,1750,17.7112750696,-36.2908101637,19.6272059568,-0.28878826991,-13.4447898071,21.3547253559,-10.9675617086,-10.0740934175,14.3056675997,-9.77551735048,21.3094439988,-2.32353463288,-7.46567402835
00673,0,2,Mid-Atlantic,-75.85471,37.981944,stella,1760,17.835479389,-39.7431488817,17.5898286141,-8.72624979687,-17.022945854,24.2616351113,-11.8274983182,-3.32646046523,10.2316758093,-10.1632459485,17.2637857591,-8.55226187902,-16.303684075
00673,0,2,Mid-Atlantic,-75.85471,37.981944,stella,1770,17.6418508964,-47.332837228,13.1440259977,-7.75068869198,-16.6338279734,16.2961489306,-13.5730061173,-3.69648559252,3.72110358504,-11.8637242437,4.80573219876,-11.2661428932,-0.0114276698723
00673,0,2,Mid-Atlantic,-75.85471,37.981944,stella,1780,17.3711685955,-33.8378346818,15.0340152697,-2.54298209952,-12.51436071,16.7823061972,-8.88657764104,-5.75255603262,13.7346619284,-11.972559568,4.33126674516,-7.030261249,-1.68930022104
00673,0,2,Mid-Atlantic,-75.85471,37.981944,stella,1790,17.6825863114,-38.5736118505,16.3940041482,-4.83346501747,-16.6493897699,30.6576879011,-15.1434617302,-11.4713983835,14.0278933315,-24.7170845859,2.89726553924,-6.52988826779,5.81692958923
00673,0,2,Mid-Atlantic,-75.85471,37.981944,stella,1800,16.9295320988,-41.2787698587,10.286899747,-0.805925218851,-10.6623259576,23.8351159011,-18.4981250269,-11.4635072552,3.5647812325,-16.1494336668,7.62213887219,-1.28976725704,-1.77042871188
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,1810,16.7271341884,-29.2491403303,10.9912892702,-3.89008577671,-7.65526979897,16.8505092979,-3.1353282487,-2.67159161148,7.83383197896,-9.25117761013,7.49453458111,-4.65876045351,5.65999804292
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,1820,16.8795863468,-41.5130523106,13.0903466241,0.549603211493,-7.88170749397,23.8808724157,-5.73975561654,11.4095747758,7.86716428836,2.65791639659,2.74059484306,-1.94243380442,-3.20373581875
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,1830,15.8169752871,-39.5630750109,15.7527574059,-0.682822010923,-4.01309444431,18.1913565361,-14.6288277762,1.73358682149,13.9676764738,-7.94242363824,3.88001367033,-11.5895692248,-12.0253285661
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,1840,13.4058049989,-27.6017643028,11.6904891406,-4.31485372462,-4.67202278462,18.5337117356,-8.32068998058,4.57116436638,10.4336563109,-13.177560769,-6.47777186634,-10.5688762288,-13.1431862
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,1850,11.3069695353,-18.2216117697,5.0820667052,-3.22755940644,-6.60709969018,8.2026572538,-7.23854789737,7.64951172163,13.2649303517,-3.39954893791,13.7433371973,0.467072741582,6.05391879984
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,1860,10.6598227074,-13.9391978021,4.96916630835,6.96952759659,0.0349233859281,3.194849669,-10.2670196568,2.99725628736,4.23814244097,-4.75060678283,2.03190437602,-5.43629105137,-15.2866168614
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,1870,10.6822855528,-15.1907535784,3.03944588955,4.99958902119,0.11817397386,8.67389681651,1.16735523378,16.2481709673,11.4430239678,-3.09317294332,3.15616654646,-4.2771276174,-7.90347991256
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,1880,10.7224550804,-12.6390124921,0.116853594298,4.15266329821,7.65519417627,4.47456980949,1.2922453928,2.36354765616,6.23072169826,4.09172876853,5.05431957753,-6.04280874565,4.76954686353
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,1890,10.9722443589,-10.8259048064,1.70817198854,0.662354638881,-2.69869112849,0.741963365578,-6.45831089718,-1.99562502014,-0.150303822685,-9.38052540957,4.0362208456,5.26936218745,-6.33084784528
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,1900,15.3171434531,-19.6602075134,-13.7763229193,-16.470747092,-18.3799233856,3.79182579748,-9.80106790721,-17.7960015055,-1.59388146349,-7.77391396481,11.333631472,-0.305265433428,1.20327790053
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,1910,16.143506094,-18.2434027049,4.12523026197,-14.0902762301,-14.8769492098,6.94037853917,-19.8777574148,-9.21734324983,-0.212649011376,2.49219102696,12.4997529248,8.21369646534,-0.761567198628
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,1920,15.4938343068,-2.38857862742,-1.24731257501,5.17457501452,-12.9403479995,-9.41874326114,-31.377784887,-18.6471979214,-10.558765598,-5.84897798902,-2.64161338199,-7.12296903937,4.33873302969
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,1930,17.6108472343,2.52066076778,-20.6743186279,18.6388992435,-24.329953183,-26.167213897,-32.6140059119,-27.3352145544,5.81037887132,-6.15525778501,10.1035702546,-8.38589154795,-1.48480537326
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,1940,18.3900329181,-2.00418955085,-18.846955926,9.78628420807,-22.4908477824,-26.6696517944,-23.5481296688,-28.2199851109,7.37990714715,4.11877311451,7.23772519094,-2.84450048229,-3.13227608465
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,1950,18.6209645274,1.43725134666,-29.3119797029,21.6011261126,-27.7405976043,-13.1337265363,-28.0316640715,-21.6043686668,21.0956985925,1.37975460353,14.7924281071,-13.0679752652,-2.73505578306
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,1960,19.009832646,-7.78458081467,-25.2842253652,5.27503496475,-21.4263311736,-23.2066832068,-25.6545022866,-19.1550653781,24.8726565684,7.11885091421,7.73828600055,-12.7764174439,-8.03873809655
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,1970,19.144616212,-0.963793047917,-30.9976127586,8.31308348914,-27.9094725545,-16.4856399101,-26.5818480028,-14.998228179,28.6609459246,12.7422160914,6.13076404305,-16.9099657997,-10.126436112
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,1980,19.2358251196,0.574905192077,-27.6261768546,5.27985709548,-20.0987933721,-11.2557051017,-24.3669475661,-20.3313082363,32.5369134677,13.4364448355,7.53992000104,-21.9233004848,-9.40883736777
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,1990,19.1244605494,1.82369603301,-27.0092653116,7.63395151244,-21.5605352353,-1.88764990274,-10.6333710629,-6.90400652241,15.1950989867,4.00301819634,4.89064076734,-20.8232741817,-13.5281961016
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,2000,19.1778339139,-7.49583608741,-19.5231767968,-3.99946869721,-4.15712871672,6.30397892201,-4.10758861238,-4.61298218261,17.439368617,9.25393922947,-3.93048083533,-21.9852223928,-21.4625447054
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,2010,18.9917143916,-6.2871340834,-17.1001250108,-11.0341834492,-16.6786730601,0.492416908194,-9.55479655417,-24.1174427331,12.0154876389,13.6288913379,-0.242566609518,-20.2331017768,-13.1472770854
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,2020,18.4715918293,-2.23196734343,-19.3844663758,-18.318561436,-25.2316984927,1.70619618782,-5.25466038971,-21.6552139437,-0.279569187379,10.3321138835,11.8830779657,-14.5762252784,-22.2268558884
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,2030,17.8928551428,4.58797529228,-20.9000605784,-15.5408714892,-37.8758805986,5.44275313967,3.10044752733,-22.4172393048,1.07233663992,-6.48187932603,12.7758176658,-3.45342278386,-20.6338308931
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,2040,17.1532556242,11.0571841403,-16.565746454,-14.0735675162,-47.5584492798,9.15376400028,8.50435359,-23.9050399343,-7.51058791417,-15.2917220497,17.0101742844,-8.61833387598,-18.4442630414
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,2050,15.9075127139,3.27275013982,-8.16009588395,-17.5009921577,-27.3557434399,-1.4902899321,10.5533061048,-5.68576295324,-11.032224973,-13.2440706084,3.10990051113,-7.20617594518,-11.1157154391
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,2060,15.7177823815,8.57839840477,-4.9319713161,-20.3422022607,-32.4354147935,-0.109347351819,0.150821958382,-9.08566776281,-1.88018770558,-15.1831812554,1.05061294242,5.16974004637,-0.80022126674
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,2070,15.0667549001,5.61209257954,-1.29724530777,-18.7704184057,-25.7627887859,-9.33099750684,-1.82488797408,-5.79568399213,-4.19350811641,-9.65097533067,-5.77768431195,1.30676470673,-3.28640518175
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,2080,14.0904614743,4.3411616827,-2.32789094996,-17.5829221125,-19.0455906107,-5.36678315968,-7.57830715004,-9.5463166942,-4.17575017846,-9.91307391801,-1.37229617067,0.323834283084,-4.48424541947
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,2090,12.9176232207,6.34225016968,0.675212735077,-12.8995228883,-12.7977630729,0.485477874415,-4.52716126018,-6.79635249048,-1.84232287788,-5.91283120694,0.900707144855,-3.74929185398,-9.20677497357
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,2100,12.5897275143,4.64288434554,1.03920533538,-13.3334644779,-16.0235992186,6.60433887683,2.06791260883,-0.340466242403,5.09430637841,-14.9058773405,2.07175063425,4.80300457246,-6.90857660537
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,2110,12.5344988981,6.16726709084,-4.08602485077,-7.09492098185,-7.52321916337,12.9510573026,8.96086468023,-2.39633117111,-2.92385901371,-17.4509597836,-14.9300268832,2.24537483852,-4.02028835997
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,2120,13.2932728825,6.73293267146,-8.68847951036,-16.83382146,-9.17944966611,10.3605006502,12.6112642247,-6.35782775385,-9.19050993911,-12.7140993519,-5.28378486206,-0.768615556043,-3.24239785392
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,2130,12.6196251261,3.97865868152,-0.745482970379,-11.7812222644,-8.44859231137,9.11398128362,5.26463525,4.69594265996,-7.34755791931,-14.6085895297,-6.87600284954,-1.41200885097,3.18909194597
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,2140,13.2221385648,1.67036638721,-1.67745579968,-16.0487121026,-13.8764760969,-2.75986624923,-0.879982733948,-8.5196647972,-12.2907341908,-12.5982160636,-1.95068162272,-3.62102910005,-2.70534478163
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,2150,13.1826408848,4.76490584484,-0.906757802061,-9.95156437571,-8.06257559474,-6.08796560382,-9.33108963461,-9.02555782461,-3.50843562101,-1.85025490169,6.91037286424,-2.60311983441,-9.06277231634
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,2160,13.0902885107,5.57590830484,0.875356541563,-14.5816074688,-11.7983970936,5.59787412087,3.9802067906,-10.4881664764,-5.17449031273,-4.69505880115,5.02447710484,1.78579520407,-7.941649733
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,2170,12.8834701544,7.49985066991,0.182218933205,-15.0563573613,-10.0786129998,5.63798862317,1.68374561546,-16.9952874171,-20.2934820163,-9.77444118776,7.37333520667,7.85418027573,2.82863813804
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,2180,12.8071541352,12.4168023777,-0.588278512093,-12.4662247196,-17.4174525573,3.61126064247,10.9338420781,-10.7769457091,-8.70771439645,-10.1277499223,-0.692382571046,-0.217008005949,-7.00224987958
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,2190,13.4895178948,-0.701179255372,-0.767437708682,-10.1704658886,-13.2317658151,-4.96535283158,-0.119057347965,-16.1320929001,-12.6247625929,-1.1653111889,-3.23261054051,-9.73956921725,-15.6980490249
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,2200,12.2866798483,0.397944274604,-8.598211122,-14.6524171045,-12.8232636232,9.53944573303,25.9205922856,-1.35341689348,5.31730983163,8.5735751052,6.4826979043,-0.337661721586,-8.25829237948
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,2210,13.986735876,1.83295585024,-5.81199308189,-15.3016705475,-8.61440096334,11.0020919065,11.5054917417,-12.5733858849,-12.2109808262,0.832830923026,11.1365423439,-2.95556450743,-13.8329855763
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,2220,12.7144724462,5.43680974802,-8.99868813084,-19.6883470679,-11.0106657929,15.3611904964,23.3871419597,-12.8424350539,0.77579738271,9.47362869401,13.5593998783,7.68101853955,-1.78103680997
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,2230,13.6141681177,12.1814417057,-9.0549526238,-23.6047620108,-11.469322063,13.5407215043,18.10183748,-13.1199010421,-5.05970791212,5.18544563616,9.15405024759,-6.23834556331,-4.3346926853
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,2240,12.3794230582,-1.2107690111,-11.6423747302,-15.6214587356,-2.10152553156,13.2947441197,12.8756274074,3.08410651425,-2.93796965192,-2.96978094752,-2.8266481392,-3.60147413709,-3.0101638683
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,2250,12.755788014,2.0897820081,-11.9042557317,-16.7436089902,-6.3361708447,19.5866045667,9.5156839079,-10.0712136599,-10.5186522033,-6.89392114034,3.22691789512,2.08809745367,-8.13668463922
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,2260,13.0703981793,5.72335269155,-11.4021181061,-13.3799886565,-11.4642614296,11.8762022114,13.1630572754,-18.5888575009,-6.76075803553,1.30521737148,-0.919132639672,-3.56525800987,-9.18405987882
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,2270,12.3910924931,1.7651030556,-15.365122061,-17.2104674773,-12.0057251557,11.2398436466,20.6502008937,-13.3079354922,-13.7037182618,1.65310425323,0.608323655727,-10.6008062665,2.68459488729
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,2280,12.8371324006,5.14386049569,-11.0967281177,-25.3774149272,-10.3675708656,18.6367270867,8.48867846997,-15.0798430363,-5.17898482086,-1.4178245852,-1.97047259776,-4.94489690798,2.49626589813
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,2290,13.011707196,4.12323783661,-13.3581814412,-20.1522317755,-11.2434885395,23.2646369394,27.9595256281,-8.54853936272,-11.3251874004,1.64843674866,-5.02063914854,3.33979336727,-1.81692558462
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,2300,13.368884524,1.21458820096,-13.8046579982,-21.4929956932,3.42593638191,25.8923690216,17.1558086216,-7.90064969781,-4.14871224748,-4.30301770065,-2.87588681097,-1.8004690633,0.298800364496
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,2310,12.4183987235,-5.64409202643,-13.7440083036,-13.1074747845,-1.82755335675,21.5575037141,12.9066989488,-8.56674398594,1.2533016637,8.45732320095,7.63601220135,3.7703558547,-3.70618932515
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,2320,13.030173974,-4.39622294097,-29.2273960499,-30.7002840482,-2.74433877425,24.0039354805,10.489790517,-6.08701265288,2.99546047962,9.69122406556,0.822834454722,5.19247748255,2.26198375425
00673,0,2,Mid-Atlantic,-75.85471,37.981944,ask,2330,12.6094324014,-1.58254998778,-20.5095472778,-21.9591202775,-7.42251669425,28.1324360846,9.95121744348,-14.712948723,-3.7981352706,2.20895699646,-16.0699471693,13.902878924,1.41692626197
